(1)Parameters in simulations

  SmplSize   NumLoci Constrain KnownAlleleFre
        18         9         1         0

 Number of observed alleles at each locus
  3  4  2  3  3  4  3  2  2

 Allele frequency

 Locus:        1
     127     121     125
  0.8056  0.1667  0.0278

 Locus:        2
     288     286     290     274
  0.7500  0.0833  0.0278  0.1389

 Locus: 3
227 229
0.4722 0.5278

 Locus:        4
     291     307     303
  0.2500  0.4167  0.3333

 Locus:        5
     166     172     160
  0.1111  0.6944  0.1944

 Locus:        6
     257     261     251     249
  0.3056  0.5833  0.0278  0.0833

 Locus:        7
     359     361     355
  0.7222  0.1944  0.0833

 Locus: 8
133 137
0.3333 0.6667

 Locus: 9
247 255
0.7778 0.2222


(2)Point estimate of R for each dyad

Pair,Ind1,Ind2,TrioEst,WEst,LLEst,LREst,REst,QGEst,MEst,LSEst
100,VE_22,VE_24,0.0000,1.0000,-20.4339,1.7573,-1.3276,1.1728,0.0000,1.0000
101,VE_22,VE_25,0.0000,1.0000,-5.2581,19.9482,-1.6062,1.4797,0.0000,1.0000
102,VE_22,VE_26,0.0000,0.0000,-3.8303,7.5116,-2.6667,0.1416,0.0000,0.0000
103,VE_22,VE_27,0.0000,0.2733,-5.2968,27.3993,-3.2626,0.2046,0.0000,0.2733
104,VE_22,VE_28,0.0000,1.0000,0.0000,7.0645,0.0000,2.4335,0.0000,1.0000
105,VE_22,VE_29,0.0000,0.8909,-30.1156,44.9607,-1.3849,0.9946,0.0000,0.8909
106,VE_22,VE_30,0.0000,1.0000,0.0563,3.0965,0.3799,2.5822,0.0000,1.0000
107,VE_22,VE_31,0.0000,1.0000,0.2854,3.6544,-0.1512,1.4115,0.0000,1.0000
108,VE_22,VE_32,0.0000,0.9945,-77.3005,24.4941,-1.7985,0.8789,0.0000,1.0000
109,VE_23,VE_24,0.0000,0.0000,-15.8460,1.0753,-2.4297,-0.2271,0.0000,0.2007
110,VE_23,VE_25,0.0000,1.0000,-7.8247,2.1179,-0.3880,1.4726,0.0000,1.0000
111,VE_23,VE_26,0.0000,0.6596,-67.5856,23.9219,-1.2290,0.8788,0.0000,0.7712
112,VE_23,VE_27,0.0000,1.0000,-0.0114,2.1157,-0.6205,1.7182,0.0000,1.0000
113,VE_23,VE_28,0.0000,0.0000,-6.4807,1.1099,-2.1397,0.0172,0.0000,0.0000
114,VE_23,VE_29,0.0000,0.0000,-8.5424,2.1075,-1.8226,1.2857,0.0000,0.0000
115,VE_23,VE_30,0.0000,0.0000,-5.7813,1.0353,-1.9603,0.1988,0.0000,0.3166
116,VE_23,VE_31,0.0000,0.1618,-1.0774,2.2357,-1.6139,1.0980,0.0000,1.0000
117,VE_23,VE_32,0.0000,1.0000,-23.5273,46.8666,-1.3110,1.7077,0.0000,1.0000
118,VE_24,VE_25,0.0000,0.0000,-14.4583,2.0406,-2.1555,-0.0179,0.0000,0.0000
119,VE_24,VE_26,0.0000,0.6973,-0.9544,9.0012,-1.8958,1.1810,0.0000,0.5100
120,VE_24,VE_27,0.0000,0.6376,-5.2730,36.0411,-2.8120,0.6438,0.0000,0.0000
121,VE_24,VE_28,0.0000,1.0000,-18.6908,45.0993,-1.0473,0.6679,0.0000,0.9818
122,VE_24,VE_29,0.0000,1.0000,-0.7709,1.5398,-0.1937,0.6102,0.0000,1.0000
123,VE_24,VE_30,0.0000,0.8059,-17.0714,26.5010,-2.1007,0.2332,0.0000,0.6778
124,VE_24,VE_31,0.0000,1.0000,-3.9181,5.4662,-2.0865,1.4175,0.0000,1.0000
125,VE_24,VE_32,0.0000,1.0000,-5.0295,29.3015,-1.6046,1.4707,0.0000,1.0000
126,VE_25,VE_26,0.0000,0.1958,-79.3126,25.5496,-1.0779,1.3571,0.0000,0.1958
127,VE_25,VE_27,0.0000,0.7451,-19.0550,9.1214,-2.4434,0.2397,0.0000,0.2814
128,VE_25,VE_28,0.0000,0.8333,-11.0652,1.8568,-1.8945,0.4794,0.0000,0.8615
129,VE_25,VE_29,0.0000,0.0000,-14.1688,1.4528,-1.9873,0.0910,0.0000,0.0000
130,VE_25,VE_30,0.0000,0.0000,-15.1583,1.8480,-2.3927,-0.1574,0.0000,0.8974
131,VE_25,VE_31,0.0000,1.0000,-2.8902,3.6656,-1.6078,2.5547,0.0000,1.0000
132,VE_25,VE_32,0.0000,1.0000,-26.3987,1.7046,-0.9186,1.2304,0.0000,1.0000
133,VE_26,VE_27,0.0000,1.0000,-55.0567,19.7822,-0.8577,2.7114,0.0000,1.0000
134,VE_26,VE_28,0.0000,0.0000,-19.9137,0.9927,-1.7425,0.1208,0.0000,0.0000
135,VE_26,VE_29,0.2722,1.0000,0.0931,9.4638,0.0059,2.5042,0.2722,1.0000
136,VE_26,VE_30,0.0000,0.5128,-25.4378,2.0729,-1.7739,0.7281,0.0000,0.0000
137,VE_26,VE_31,0.0000,0.9626,-6.3171,16.8334,-2.0966,1.0168,0.0000,0.9626
138,VE_26,VE_32,0.0000,0.0000,-4.6307,27.4433,-1.6551,0.5844,0.0000,0.0000
139,VE_27,VE_28,0.0000,0.0000,-16.0197,0.4339,-3.5678,-1.0566,0.0000,0.0000
140,VE_27,VE_29,0.0000,1.0000,-5.3324,33.5481,-1.9280,2.8805,0.0000,1.0000
141,VE_27,VE_30,0.0000,0.1922,-15.4108,1.7281,-1.9301,0.0897,0.0000,0.0000
142,VE_27,VE_31,0.0000,1.0000,-7.6923,2.2942,-0.5240,3.8089,0.0000,1.0000
143,VE_27,VE_32,0.0000,1.0000,0.6131,3.1357,-1.4841,0.8846,0.0000,1.0000
144,VE_28,VE_29,0.0000,0.8000,-20.9173,44.8252,-1.0537,0.4483,0.0000,0.8000
145,VE_28,VE_30,0.0000,0.7901,-2.4495,3.3811,-1.8019,0.6697,0.0000,1.0000
146,VE_28,VE_31,0.0000,0.1427,-27.0940,1.8569,-2.0197,0.6500,0.0000,0.1427
147,VE_28,VE_32,0.0000,1.0000,-69.8647,22.6595,-1.0166,2.0422,0.0000,1.0000
148,VE_29,VE_30,0.0000,0.9294,-19.8189,80.3989,-1.7942,0.8057,0.0000,1.0000
149,VE_29,VE_31,0.0000,1.0000,-2.4935,4.4755,-1.7465,1.6878,0.0000,1.0000
150,VE_29,VE_32,0.0000,0.0000,-54.9658,28.6511,-1.4842,1.0060,0.0000,0.0000
151,VE_30,VE_31,0.0000,1.0000,-26.7224,1.6206,-0.8836,1.0649,0.0000,1.0000
152,VE_30,VE_32,0.0000,1.0000,-4.4620,29.2729,-1.1458,2.3965,0.0000,1.0000
153,VE_31,VE_32,0.0000,0.0000,0.3783,2.1745,-0.8787,0.7290,0.0000,0.0000


Delta7 95%Confidence interval by bootstrapping over loci
Pair,Ind1,Ind2,TrioEst,WEst,LREst,MEst
1,VE_15,VE_16,0.0000,0.0472,-1.3298,0.1607,-0.4521,0.2618,0.0000,0.0472
2,VE_15,VE_17,0.0000,0.4098,-0.8872,0.4956,-0.8902,0.5906,0.0000,0.4098
3,VE_15,VE_18,0.0000,0.0676,-0.6118,0.8500,-0.7851,0.2861,0.0000,0.0676
4,VE_15,VE_19,0.0000,0.0000,-1.1922,-0.2649,-0.3538,0.1613,0.0000,0.0000
5,VE_15,VE_20,0.0000,0.0000,-0.9294,-0.0169,-0.6190,0.2064,0.0000,0.0000
6,VE_15,VE_21,0.0000,0.6250,-0.6937,0.7110,-0.1477,0.7431,0.0000,0.6251
7,VE_15,VE_22,0.0000,0.4457,-0.8620,0.2370,-0.5629,0.5480,0.0000,0.4457
8,VE_15,VE_23,0.0000,0.5371,-0.3893,0.6317,-0.2495,0.6410,0.0000,0.6791
9,VE_15,VE_24,0.0000,0.2832,-0.9120,-0.0667,-0.8127,0.3431,0.0000,0.2828
10,VE_15,VE_25,0.0000,0.2617,-0.7241,0.3509,-0.5982,0.4531,0.0000,0.2901
11,VE_15,VE_26,0.0000,0.3920,-0.8198,0.1265,-0.5692,0.4144,0.0000,0.3920
12,VE_15,VE_27,0.0000,0.1605,-0.9620,-0.0231,-0.9519,0.1888,0.0000,0.1910
13,VE_15,VE_28,0.0000,0.1270,-1.0077,-0.2723,-0.7382,0.2744,0.0000,0.0034
14,VE_15,VE_29,0.0000,0.1547,-0.9343,0.1175,-0.7077,0.2393,0.0000,0.1547
15,VE_15,VE_30,0.0000,0.0000,-1.0830,-0.3661,-0.9595,-0.2534,0.0000,0.0000
16,VE_15,VE_31,0.0000,0.5920,-0.8589,0.4153,-0.4546,0.5733,0.0000,0.5920
17,VE_15,VE_32,0.0000,0.9358,-0.2774,1.0000,0.1093,1.0000,0.0000,1.0000
18,VE_16,VE_17,0.0000,0.6142,-0.9286,0.8270,-0.6564,0.7781,0.0000,0.6142
19,VE_16,VE_18,0.0000,0.3512,-0.4237,0.8567,-0.6343,0.3977,0.0000,0.3512
20,VE_16,VE_19,0.0000,0.5812,-0.7516,0.3938,-0.1934,0.4958,0.0000,0.5688
21,VE_16,VE_20,0.0000,0.4577,-0.6471,0.3406,-0.7901,0.4106,0.0000,0.4577
22,VE_16,VE_21,0.0000,0.0000,-1.0323,-0.2091,-0.6446,0.2907,0.0000,0.1369
23,VE_16,VE_22,0.0000,0.1692,-0.9353,0.4193,-0.5609,0.3575,0.0000,0.1692
24,VE_16,VE_23,0.0000,0.0000,-0.7388,0.5932,-0.1603,0.5116,0.0000,0.0000
25,VE_16,VE_24,0.0000,0.5646,-0.8486,0.7454,-0.5792,0.7245,0.0000,0.5591
26,VE_16,VE_25,0.0000,0.0000,-0.9861,0.2414,-0.6819,0.2533,0.0000,0.0000
27,VE_16,VE_26,0.0000,0.2094,-0.7955,0.5438,-0.5546,0.4593,0.0000,0.2094
28,VE_16,VE_27,0.0000,0.1853,-0.8485,0.1856,-0.7321,0.4436,0.0000,0.2381
29,VE_16,VE_28,0.0000,0.0000,-0.9430,0.2796,-0.6083,0.1592,0.0000,0.0000
30,VE_16,VE_29,0.0000,0.4106,-0.9733,0.5470,-0.6696,0.5715,0.0000,0.4462
31,VE_16,VE_30,0.0000,0.6156,-0.7128,0.6701,-0.7952,0.5680,0.0000,0.6155
32,VE_16,VE_31,0.0000,0.6437,-0.8194,0.7204,-0.6355,0.7271,0.0000,0.6437
33,VE_16,VE_32,0.0000,0.0000,-1.0774,0.0425,-0.3771,0.1986,0.0000,0.0000
34,VE_17,VE_18,0.0000,0.5124,-0.4402,0.8089,-0.6943,0.4093,0.0000,0.5124
35,VE_17,VE_19,0.0000,0.5835,-0.4047,0.6390,-0.2357,0.5225,0.0000,0.5835
36,VE_17,VE_20,0.0000,0.0000,-0.7628,0.4345,-0.6546,0.3792,0.0000,0.0000
37,VE_17,VE_21,0.0000,0.5569,-0.5074,0.7519,-0.3997,0.8498,0.0000,0.5569
38,VE_17,VE_22,0.0000,0.0140,-0.8217,0.3207,-0.7425,0.2447,0.0000,0.0140
39,VE_17,VE_23,0.0000,0.0000,-0.9676,0.1301,-1.0241,0.0983,0.0000,0.0000
40,VE_17,VE_24,0.0000,0.6591,-0.7535,0.8538,-0.6271,0.7959,0.0000,0.6591
41,VE_17,VE_25,0.0000,0.6712,-0.3015,1.0000,-0.6956,1.0000,0.0000,1.0000
42,VE_17,VE_26,0.0000,0.0000,-0.9758,-0.1841,-1.0738,-0.4749,0.0000,0.0000
43,VE_17,VE_27,0.0000,0.0000,-0.6037,0.7095,-0.8084,0.5980,0.0000,0.0000
44,VE_17,VE_28,0.0000,0.6025,-0.6953,0.6548,-0.5926,0.4334,0.0000,0.6025
45,VE_17,VE_29,0.0000,0.8571,-0.2118,1.0000,-0.2599,1.0000,0.0000,1.0000
46,VE_17,VE_30,0.0000,0.4464,-0.4840,0.6354,-0.6778,0.5164,0.0000,0.4464
47,VE_17,VE_31,0.0000,0.5819,-0.6739,0.8478,-0.6671,0.8661,0.0000,0.5819
48,VE_17,VE_32,0.0000,0.0420,-0.8167,-0.0396,-0.6722,0.0722,0.0000,0.0420
49,VE_18,VE_19,0.0000,0.0000,-0.8035,0.7266,-0.5488,0.0314,0.0000,0.0000
50,VE_18,VE_20,0.0000,0.0939,-0.5083,1.0435,-0.4403,0.4710,0.0000,0.0997
51,VE_18,VE_21,0.0000,0.0000,-0.7418,0.8418,-0.7735,0.3162,0.0000,0.0000
52,VE_18,VE_22,0.0000,0.7717,-0.1932,1.2133,-0.3921,0.6348,0.0000,0.7864
53,VE_18,VE_23,0.0000,0.5023,0.1068,1.3110,0.0207,0.8966,0.0000,0.7835
54,VE_18,VE_24,0.0000,0.7860,-0.2217,1.0624,-0.5107,0.5800,0.0000,0.7614
55,VE_18,VE_25,0.0000,0.4087,-0.6325,0.8878,-0.8623,0.6852,0.0000,0.4005
56,VE_18,VE_26,0.0000,0.5506,-0.4654,1.0235,-1.3710,0.8674,0.0000,0.5028
57,VE_18,VE_27,0.0000,0.0000,-0.6546,1.3885,-0.4545,0.5495,0.0000,0.0000
58,VE_18,VE_28,0.0000,0.6388,-0.0524,1.1244,-0.3119,0.4710,0.0000,0.6622
59,VE_18,VE_29,0.0000,0.2561,-0.3570,1.0772,-0.5968,0.6039,0.0000,0.2561
60,VE_18,VE_30,0.0000,0.6018,-0.2190,1.1857,-0.3414,1.0000,0.0000,0.6244
61,VE_18,VE_31,0.0000,0.0000,-0.7145,0.5198,-0.8271,0.1816,0.0000,0.0000
62,VE_18,VE_32,0.0000,0.0410,-0.2304,0.9931,-0.0470,0.4184,0.0000,0.0410
63,VE_19,VE_20,0.0000,0.3916,-0.3272,1.1997,-0.0462,0.5114,0.0000,0.3916
64,VE_19,VE_21,0.0000,0.4107,-0.5072,0.8095,-0.1119,0.6334,0.0000,0.4107
65,VE_19,VE_22,0.0000,0.3683,-1.0411,0.6098,-0.4157,0.4695,0.0000,0.3683
66,VE_19,VE_23,0.0000,0.0000,-1.1398,-0.5430,-0.5927,-0.0178,0.0000,0.0000
67,VE_19,VE_24,0.0000,0.4294,-0.3740,0.7460,-0.1948,0.5445,0.0000,0.4294
68,VE_19,VE_25,0.0000,0.5904,-0.6369,0.6144,-0.2963,0.4913,0.0000,0.5082
69,VE_19,VE_26,0.0000,0.0000,-1.0907,0.1569,-0.5955,0.2039,0.0000,0.0000
70,VE_19,VE_27,0.0000,0.1555,-0.5923,0.5647,-0.1576,0.3144,0.0000,0.1555
71,VE_19,VE_28,0.0000,0.1676,-0.9278,0.2652,-0.4212,0.2066,0.0000,0.1676
72,VE_19,VE_29,0.0000,0.6166,-0.2493,0.8462,0.0716,0.6221,0.0000,0.6571
73,VE_19,VE_30,0.0000,0.3736,-0.5282,0.8285,-0.4331,0.6087,0.0000,0.3736
74,VE_19,VE_31,0.0000,0.3104,-0.8732,0.3598,-0.3458,0.4829,0.0000,0.3127
75,VE_19,VE_32,0.0000,0.0547,-0.9524,-0.0544,-0.3950,0.2096,0.0000,0.0547
76,VE_20,VE_21,0.0000,0.4796,-0.5372,0.6570,-0.0931,0.5462,0.0000,0.5361
77,VE_20,VE_22,0.0000,0.0000,-0.9595,0.3309,-0.6737,0.0004,0.0000,0.0000
78,VE_20,VE_23,0.0000,0.0000,-0.9270,0.9046,-0.3494,0.1973,0.0000,0.0000
79,VE_20,VE_24,0.0000,0.3641,-0.4528,1.0478,-0.5272,0.7292,0.0000,0.3522
80,VE_20,VE_25,0.0000,0.0000,-0.8151,0.5383,-0.4439,0.4139,0.0000,0.0000
81,VE_20,VE_26,0.0000,0.6113,-0.4868,1.1374,-0.2030,0.7744,0.0000,0.6858
82,VE_20,VE_27,0.0000,0.5618,-1.0619,0.7999,-0.4921,0.6347,0.0000,0.5618
83,VE_20,VE_28,0.0000,0.0526,-0.6628,0.5477,-0.5824,0.3826,0.0000,0.0526
84,VE_20,VE_29,0.0000,0.4738,-0.4555,1.0787,-0.3882,0.7088,0.0000,0.5525
85,VE_20,VE_30,0.0000,0.6829,0.3541,1.1567,0.1323,0.8335,0.0000,0.8324
86,VE_20,VE_31,0.0000,0.7329,0.0708,1.2711,0.1529,0.8580,0.0198,0.8380
87,VE_20,VE_32,0.0000,0.0000,-1.2957,-0.0347,-0.5362,0.0519,0.0000,0.0000
88,VE_21,VE_22,0.0000,0.0000,-1.1450,-0.5512,-0.9068,-0.3469,0.0000,0.0000
89,VE_21,VE_23,0.0000,0.0000,-1.3252,0.0387,-0.8732,-0.0033,0.0000,0.0000
90,VE_21,VE_24,0.0000,0.1357,-0.7289,0.1684,-0.6163,0.4046,0.0000,0.2119
91,VE_21,VE_25,0.0000,0.2422,-0.2028,0.7965,0.1132,0.6413,0.0000,0.2422
92,VE_21,VE_26,0.0000,0.0000,-1.0562,-0.4402,-0.7855,-0.0072,0.0000,0.0000
93,VE_21,VE_27,0.0000,0.3134,-0.9652,0.5923,-0.7336,0.3441,0.0000,0.2437
94,VE_21,VE_28,0.0000,0.0000,-1.1237,0.0086,-0.7141,0.1154,0.0000,0.0000
95,VE_21,VE_29,0.0000,0.4914,-0.6259,0.6032,-0.5483,0.5908,0.0000,0.4846
96,VE_21,VE_30,0.0000,0.7341,-0.6848,0.6552,-0.4881,0.7192,0.0000,0.6879
97,VE_21,VE_31,0.0000,0.8321,-0.5728,1.0000,-0.0989,1.0000,0.0000,1.0000
98,VE_21,VE_32,0.0000,0.6418,-1.0538,0.7465,-0.6814,0.6767,0.0000,0.6419
99,VE_22,VE_23,0.0000,0.3843,-0.3987,0.8384,-0.2935,0.6991,0.0000,0.3843
100,VE_22,VE_24,0.0000,0.6251,-0.3702,0.8114,-0.1979,0.7152,0.0000,0.6999
101,VE_22,VE_25,0.0000,0.3957,-0.9013,0.6771,-0.7724,0.6107,0.0000,0.4010
102,VE_22,VE_26,0.0000,0.3818,-0.5463,0.8647,-0.1086,0.6623,0.0000,0.3818
103,VE_22,VE_27,0.0000,0.4679,-0.5536,1.1847,-0.2835,0.7576,0.0000,0.4363
104,VE_22,VE_28,0.0000,1.0000,-0.4196,1.0000,-0.4436,1.0000,0.0000,1.0000
105,VE_22,VE_29,0.0000,0.3117,-1.2321,0.5934,-0.6358,0.3038,0.0000,0.3117
106,VE_22,VE_30,0.0000,0.6118,-0.8110,0.8044,-0.6532,0.5989,0.0000,0.6118
107,VE_22,VE_31,0.0000,0.0000,-0.9706,-0.1236,-0.7951,-0.1763,0.0000,0.0000
108,VE_22,VE_32,0.0000,0.6896,-0.3235,0.8352,-0.1130,0.7442,0.0000,0.7863
109,VE_23,VE_24,0.0000,0.4297,-0.1057,0.9380,-0.0432,0.7743,0.0000,0.3305
110,VE_23,VE_25,0.0000,0.5427,-1.0300,0.6415,-0.5752,0.6181,0.0000,0.4448
111,VE_23,VE_26,0.0000,0.4688,-0.7220,0.6198,-0.2859,0.6519,0.0000,0.4601
112,VE_23,VE_27,0.0000,0.1347,-1.0375,0.2551,-0.6660,0.0742,0.0000,0.0730
113,VE_23,VE_28,0.0000,0.2092,-0.5468,0.7777,-0.3095,0.5704,0.0000,0.2092
114,VE_23,VE_29,0.0000,0.0000,-1.2104,0.4979,-0.7304,0.3985,0.0000,0.0000
115,VE_23,VE_30,0.0000,0.0000,-0.6100,0.6620,-0.2180,0.4533,0.0000,0.0000
116,VE_23,VE_31,0.0000,0.0000,-0.9724,0.0334,-0.5802,0.1459,0.0000,0.0000
117,VE_23,VE_32,0.0000,0.6217,-0.5940,0.8678,-0.3516,0.9319,0.0000,0.8432
118,VE_24,VE_25,0.0000,0.3627,-0.7795,0.6500,-0.2121,0.6203,0.0000,0.3627
119,VE_24,VE_26,0.0000,0.0323,-0.9442,0.5401,-0.5781,0.4646,0.0000,0.0323
120,VE_24,VE_27,0.0000,0.0730,-0.6503,0.7268,-0.4345,0.6442,0.0000,0.0730
121,VE_24,VE_28,0.0000,0.6781,-0.0357,0.8315,0.0161,0.8319,0.0000,0.8003
122,VE_24,VE_29,0.0000,0.4202,-0.4973,0.7043,-0.3739,0.6515,0.0000,0.4118
123,VE_24,VE_30,0.0000,0.7680,0.2712,0.9663,0.2263,0.9990,0.0000,0.7968
124,VE_24,VE_31,0.0000,0.6090,-0.6918,0.7714,-0.6619,0.8522,0.0000,0.6090
125,VE_24,VE_32,0.0000,0.3333,-0.6829,0.6134,-0.7334,0.5441,0.0000,0.3333
126,VE_25,VE_26,0.0000,0.0000,-1.3248,0.0277,-0.7373,0.0216,0.0000,0.0000
127,VE_25,VE_27,0.0000,0.2647,-0.6522,1.0887,-0.1278,0.7970,0.0000,0.4398
128,VE_25,VE_28,0.0000,0.5426,-0.6268,0.9461,-0.1930,0.8081,0.0000,0.6336
129,VE_25,VE_29,0.0000,0.2820,-0.4520,0.6767,-0.1847,0.5347,0.0000,0.2820
130,VE_25,VE_30,0.0000,0.2422,-0.4098,0.7587,-0.0735,0.6600,0.0000,0.1902
131,VE_25,VE_31,0.0000,0.0000,-1.0041,0.1968,-0.8364,0.2543,0.0000,0.0000
132,VE_25,VE_32,0.0000,0.8206,-0.4905,0.7831,-0.2214,0.8556,0.0000,0.8446
133,VE_26,VE_27,0.0000,0.5751,-1.0001,0.7168,-0.7181,0.3254,0.0000,0.4352
134,VE_26,VE_28,0.0000,0.0726,-0.5770,0.6915,-0.5007,0.4040,0.0000,0.0726
135,VE_26,VE_29,0.0000,0.7278,-0.6773,0.5745,-0.8029,0.6975,0.0000,0.7278
136,VE_26,VE_30,0.0000,0.0000,-0.6094,0.6632,-0.5469,0.2591,0.0000,0.0000
137,VE_26,VE_31,0.0000,0.3081,-0.8741,0.7890,-0.5277,0.6540,0.0000,0.3081
138,VE_26,VE_32,0.0000,0.0000,-1.3124,0.4009,-0.5184,0.2377,0.0000,0.0000
139,VE_27,VE_28,0.0000,0.2187,0.1899,1.2998,0.1775,0.9875,0.0000,0.1287
140,VE_27,VE_29,0.0000,0.3017,-0.5795,0.6725,-1.0773,0.6880,0.0000,0.3017
141,VE_27,VE_30,0.0000,0.1555,-0.8775,0.9008,-0.3860,0.6822,0.0000,0.1420
142,VE_27,VE_31,0.0000,0.2743,-1.2575,0.6380,-1.3241,0.4410,0.0000,0.2730
143,VE_27,VE_32,0.0000,0.3277,-0.7719,0.4401,-0.2269,0.2878,0.0000,0.3277
144,VE_28,VE_29,0.0000,0.3738,-0.8137,0.6825,-0.5036,0.4410,0.0000,0.3738
145,VE_28,VE_30,0.0000,0.7629,-0.2073,0.9090,-0.2887,0.9981,0.0000,0.6803
146,VE_28,VE_31,0.0000,0.0000,-0.7892,0.3691,-0.4757,0.2803,0.0000,0.0000
147,VE_28,VE_32,0.0000,0.4930,-0.6335,0.5450,-0.5036,0.6214,0.0000,0.4919
148,VE_29,VE_30,0.0000,0.3694,-0.8062,0.7140,-0.5636,0.5404,0.0000,0.3694
149,VE_29,VE_31,0.0000,0.0959,-0.8064,0.3458,-0.6595,0.5483,0.0000,0.0959
150,VE_29,VE_32,0.0000,0.0000,-0.9842,0.0861,-0.7071,0.1697,0.0000,0.0000
151,VE_30,VE_31,0.0000,0.7912,-0.1653,0.8262,-0.1809,0.8118,0.0000,0.8122
152,VE_30,VE_32,0.0000,0.0000,-0.8925,0.1682,-0.8086,0.0844,0.0000,0.0000
153,VE_31,VE_32,0.0000,0.0000,-1.2471,-0.5933,-0.6682,-0.1211,0.0000,0.0000

NOTE:
  TrioEst: New Trio estmator
  WEst   : Wang's Estimator
  LLEst  : Li&Lynch's Estimator
  LREst  : Lynch&Ritland's Estimator
  REst   : Ritland's Estimator
  QGEst  : Queller&Goodnight's Estimator
  MEst   : Milligan's likelihood estimator
  LSEst  : Loiselle's Estimator



Inbreeding coefficient:
Individual    LH-estmator    LR-estmator
         1        -0.3780        -0.4312
         2        -0.1429        -0.1553
         3         0.1165         0.2945
         4         0.8538         0.8786
         5        -0.2609        -0.0953
         6        -0.1343        -0.1152
         7        -0.1719        -0.1878
         8        -0.1070        -0.1621
         9        -0.0224        -0.0105
        10         0.1394         0.2655
        11         0.1811         0.2078
        12        -0.0890        -0.0922
        13         0.1371         0.1119
        14         0.2398         0.3512
        15         0.0686         0.1175
        16         0.3281         0.6289
        17        -0.0837        -0.1429
        18        -0.3808        -0.3029


CI95 of F from bootstrapping over loci
Individual         LH-estmator         LR-estmator
         1   -0.6000   -0.2027   -0.6072   -0.2724
         2   -0.4412    0.1394   -0.4229    0.1751
         3   -0.1612    0.3411   -0.3045    1.0000
         4    0.0376    2.1341    0.1159    1.0000
         5   -0.4500   -0.0299   -0.3394   -0.0116
         6   -0.4231    0.1477   -0.3194    0.1256
         7   -0.4553    0.1185   -0.4154    0.1669
         8   -0.3834    0.1325   -0.4263    0.3869
         9   -0.4000    0.4857   -0.1242    0.3304
        10   -0.1037    0.4537   -0.1633    1.0000
        11   -0.2551    0.5196   -0.2404    0.8112
        12   -0.5400    0.2809   -0.4363    0.3397
        13   -0.3979    0.8348   -0.2983    0.6519
        14   -0.0824    0.6844   -0.1256    1.0000
        15   -0.2911    0.3446   -0.3508    0.7102
        16   -0.0312    0.7752   -0.0638    1.0000
        17   -0.3154    0.1928   -0.4540    0.5176
        18   -0.5968   -0.1565   -0.4882   -0.1630

NOTE:
  LH: Li&Horvits estmator
  LR: Lynch&Ritland estmator




 Program started:  Date(d/m/y)=27/04/2022, Time(s/m/hr)=34/34/11
 Program finished: Date(d/m/y)=27/04/2022, Time(s/m/hr)=39/34/11
